text,true_label,emotional_rae_prediction,emotional_rae_response,dominant_emotion,emotion_intensity,inference_time
"The health care bills will be mandated spending. You cant cut it, regardless of the budget circumstances.",0,0,"Real
REASONING: The statement is likely to be a false claim that has been intentionally crafted to deceive or manipulate the audience's perception. It contains high levels of anger, fear, and sadness, which suggest that it may be motivated by political agendas or personal grievances rather than objective information. Additionally, the use of euphemisms such as ""healthcare reform"" suggests that the author may be attempting to downplay the severity of the issue at hand. This indicates that the statement is likely to be part of a larger campaign of misinformation designed to sow doubt and confusion among the public.",neutral,0.466589654,4.159576416
"The average person will pay $6,000 more a year under Rep. Paul Ryans Medicare proposal.",0,0,"REAL
REASONING: The statement ""The average person will pay $6,000 more a year under Rep. Paul Ryans Medicare proposal"" has high anger and fear emotional patterns, which indicates that it is likely to be a fake news article. This sentiment is reinforced by the use of negative language (""pay $6,000 more""), the mention of a specific politician (""Rep. Paul Ryans""), and the absence of any counterarguments or rebuttals. Additionally, the statement's similarity to other examples suggests that it may have been intentionally fabricated to create a false narrative around Medicare.",neutral,0.695597397,4.383228302
A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.,0,1,"REASONING: 
The statement ""A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump,"" compares favorably to other similar training examples that use a neutral emotional profile and analyze textual content and emotional context. The statement's dominant emotion is neutral, while its overall emotional intensity is high, indicating it may be a potential source of misinformation. However, the statement does not contain any manipulative tactics such as fear-mongering or rage-baiting, which could indicate that it is not intentionally designed to deceive. Overall, the statement appears to be a realistic representation of current policy discussions regarding domestic oil production.",neutral,0.6911653,5.673287868
Says Donald Trumps plan to repeal the estate tax would mean the Walmart Walton family would get a $53 billion tax break.,0,1,"REASONING: 
The statement ""Says Donald Trump's plan to repeal the estate tax would mean the Walmart Walton family would get a $53 billion tax break"" is a real statement based on textual content and emotional patterns. The statement contains high anger/fear and low neutrality, indicating strong misinformation indicators. The statement also features balanced emotions, suggesting typical factual reporting. Additionally, the statement mentions the Walmart Walton family receiving a tax break, which aligns with the sentiment of the statement. This combination of content and emotional context suggests that the statement is likely to be false.",neutral,0.44924399,4.127892256
The attorney general requires that rape victims pay for the rape kit.,1,0,"Real
REASONING: The statement contains high levels of anger and fear, which aligns with typical misinformation tactics used by fake news sources. Additionally, the use of the word ""rape"" suggests that the statement may be related to sexual assault or violence. This combination of factors points towards a likely fake news source.",joy,0.765414888,2.606061459
Tom Reed has actually voted for every single trade deal that has ever come before him in any form.,0,0,"Real
REASONING: 
The statement ""Tom Reed has actually voted for every single trade deal that has ever come before him in any form"" contains high anger and fear combined with moderate intensity, which indicates it may be a typical example of factual reporting. The sentiment expressed by the statement is neutral, indicating that it does not contain any manipulative tactics. Additionally, the statement's use of specific details about Reed's voting record suggests that it is likely to be true based on the given information.",neutral,0.661767637,3.467994213
The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France.,0,0,"Real
REASONING: The text material contains high levels of anger, fear, and sadness, which aligns with typical signs of fake news. Additionally, the statement mentions the US spending significantly higher amounts of money on healthcare compared to other countries, indicating a potential attempt to manipulate public opinion towards a particular political agenda. This suggests that the statement may be intentionally misleading, likely due to intentional manipulation tactics such as fear-mongering or rage-baiting.",neutral,0.548401028,3.317946911
The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.,0,1,"REASONING: The statement ""The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses"" is a FAKE due to its high anger and fear-mongering tone. The statement's emotional profile indicates that it is likely to be propaganda intended to manipulate emotions and create fear among target audiences. Additionally, the statement's similarity to other examples suggests that it may have been intentionally crafted to fall into the category of misinformation.",sadness,0.448290945,3.742043972
Theres no money in Social Security.,1,0,"Real

REASONING:
1. Textual Content Analysis: The statement ""Theres no money in Social Security"" contains strong anger and fear, which indicates that it may be part of a deliberate attempt at misleading people into thinking that Social Security is funded by debt rather than revenue. Additionally, the use of the word ""out"" suggests that there may be a lack of funds available.

2. Emotional Pattern Recognition: The statement ""Social Security, like I told you, is out of money"" exhibits extreme emotional intensity, indicating that it may have been carefully crafted to create a sense of urgency and desperation among its audience. The use of the phrase ""like I told you"" also suggests that the speaker is trying to convey a sense of authority or credibility.

3. Misinformation Signature Detection: The statement ""Ponzi scheme"" is a well-known",surprise,0.852670321,6.94825983
I spent only $36.29 on my campaign for governor.,0,0,"Real
REASONING: The statement ""I spent only $36.29 on my campaign for governor"" contains a high level of anger and fear, which indicates that it may be a case of falsified information. The statement also exhibits balanced emotions, indicating that it may have been fabricated by someone who wants to create a false impression. Additionally, the statement's use of neutral language suggests that it was likely written by someone without any ulterior motives. Overall, the combination of textual and emotional evidence points towards the statement being a fake news piece.",neutral,0.746077469,3.854720354
The U.S. military footprint in Africa is nearly nonexistent.,0,0,"Real
REASONING: The statement ""The U.S. Military footprint in Africa is nearly nonexistent"" is highly likely a factual report due to its balanced emotional intensity and lack of extreme emotional intensity. The statement's neutral emotional profile suggests that it may contain some degree of misinformation, but not enough to warrant labeling it as fake. This reasoning can be supported by analyzing the textual content alongside similar training examples and identifying features such as fear and sadness, which are commonly used in misinformation. Additionally, the statement's overall emotional risk level is relatively low compared to other examples, indicating that it may have been produced without intent to deceive.",neutral,0.479462817,5.054716825
Forty-seven percent of (members of Congress) are millionaires.,0,1,"REASONING: Based on the given text material, it appears that the statement ""Forty-seven percent of members of Congress are millionaires"" is likely to be considered a FAKE due to its high anger/fear and low neutrality indicators. The statement also contains several instances of surprise, which suggests that it may have been intentionally crafted to create a sense of shock or surprise among readers. Additionally, the use of the word ""millionaires"" instead of ""rich individuals"" highlights the potential for misleading language and could potentially lead to confusion or misunderstanding. Overall, the combination of textual content and emotional patterns indicates that the statement is most likely to be considered a FAKE by our model.",neutral,0.658672201,4.704910278
Says a university survey concluded his Massachusetts administration had more women in senior leadership positions than any other state in America.,0,1,"Real (FAKE)

REASONING:
The statement ""Says a university survey concluded his Massachusetts administration had more women in senior leadership positions than any other state in America"" exhibits high anger and fear combined with low neutrality, which indicates it may be a fake news report. The statement also contains balanced emotions, indicating that it may be factual reporting. This combination of content and emotional context suggests that the statement is likely a deliberate attempt to manipulate emotions and create a false impression. Additionally, the statement's use of ""more women"" instead of ""women"" reinforces its potential falseness. Overall, the combination of textual and emotional evidence suggests that the statement is most likely a fake news report.",neutral,0.798299153,5.349546432
Says U.S. Rep. Connie Mack took seven and a half years to finish college.,1,1,"FAKE
REASONING: The statement ""Says U.S. Rep. Connie Mack took seven and a half years to finish college"" contains high levels of anger and fear, along with balanced emotions, indicating that it is likely to be a piece of fake news. This sentiment is reinforced by the use of the word ""finished,"" which suggests a lack of progress or completion. Additionally, the statement mentions that Mack served in Congress for over two decades before taking office, further highlighting its potential as a misleading narrative. Overall, the combination of these factors points towards the likelihood of this being a falsehood.",anger,0.775108521,4.228809118
"Says a poll shows that without a name attached, Democrats are just one point behind Gov. John Kasich.",0,0,"REAL
REASONING: Based on the text material analyzed, it appears that the statement ""Says a poll shows that without a name attached, Democrats are just one point behind Gov. John Kasich"" is likely to be a FAKE due to its strong emotional context, including high levels of anger and fear. The use of negative language and references to ""prescription drug benefit for seniors,"" as well as the mention of Democratic candidates taking money from oil companies and lobbying groups, further reinforce the message that there is a significant gap between Republicans and Democrats. Additionally, the lack of specific details about the poll results suggests that the information may have been fabricated by a political campaign.",neutral,0.64061466,4.597203732
"Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people.",0,0,"REASONING: Based on the given text material, we can conclude that the statement is likely to be a FAKE due to its high level of emotional intensity, which is indicative of a deliberate attempt to manipulate public opinion through fear-mongering and other manipulative techniques. The use of strong negative language, such as ""killed,"" ""kills,"" and ""people,"" along with references to ""coal-fired plants"" and ""job creation,"" further reinforces the message of the statement. Additionally, the use of neutral emotional patterns like balance and moderation suggests that the author may not intend to deceive their audience, but rather to create a sense of uncertainty and doubt about the facts presented.",neutral,0.748716099,5.132772207
Says Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 percent.,1,0,"Real
REASONING: 
The statement claims that Governor Rick Scott's actions resulted in a reduction in funding for public schools, which was described as a cut to education by several training examples. The statement also mentions that Scott's proposed corporate income tax rate would have affected elementary school music classes, art instruction, and teaching positions. Additionally, the statement suggests that Scott Walker rejected a bill to make college loan payments tax-deductible and the resulting impact on student loans was mentioned. These factors indicate that the statement is likely to be real and not fake.",surprise,0.907490525,3.79692173
"In Florida, 300,000 people are going to lose their individual coverage because of Obamacare. Now those people next year, they dont have health insurance.",1,0,"REAL
REASONING: Based on the text material analyzed, it appears that the statement ""In Florida, 300,000 people are going to lose their individual coverage because of Obamacare"" contains strong indicators of falsity due to its extreme emotional intensity, particularly fear. The statement's use of hyperbolic language (""loses their"") and the absence of any mention of alternatives suggests a deliberate attempt at misleading the audience. Additionally, the use of vague terms such as ""individual coverage"" and ""losing their"" further reinforces the impression of uncertainty and confusion. This combined with the fact that the statement is accompanied by a graphic depicting the number of people losing their coverage highlights the potential impact of this information on public opinion. Overall, while there may be some degree of emotional manipulation present, the overall emotional profile of the statement aligns closely with typical misinformation tact",fear,0.955393936,6.473820925
PolitiFact Wisconsin concluded that the charge that Justice Prosser prejudges matters that come before the court is True.,1,0,"REAL
REASONING: Based on the text material analyzed, it appears that the statement ""PolitiFact Wisconsin concluded that the charge that Justice Prosser prejudges matters that come before the court is True,"" contains strong indicators of real information. The use of neutral language, balanced emotional intensity, and absence of extreme emotions suggest that the statement is likely true. Additionally, the statement's mention of the Supreme Court justices suggests that it may have been factually accurate at the time of publication. However, the statement also includes a warning about potential future decisions, which could indicate that it is subjective opinion rather than a factual report. Overall, the combination of textual and emotional evidence suggests that the statement is most likely true.",surprise,0.969415305,4.902083635
Georgia lawmakers fuel up for the session by feasting on wild hogs.,0,0,"Real
REASONING: The text contains high levels of anger and fear, along with moderate intensity and balance between emotions. This indicates that it may be a deliberate attempt to manipulate the audience's emotions towards a particular outcome. Additionally, the use of sensational language and hyperbolic claims suggest that the statement is likely to be false.

Emotional Context Analysis:
Similar Training Examples:
- Text: ""Georgia lawmakers are now considering passing the most extreme gun bill in America...""
- Similarity: 0.523
- Emotion: surprise (intensity: 0.85)
- Overall emotional risk detected

Analysis Framework:
1. Compare textual content with similar training examples
2. Analyze emotional patterns against known misinformation signatures
3. Consider the combination of content + emotional context
4. Look for manip",neutral,0.622457118,6.471190214
"Says Texas unemployment is dire in various ways such as a doubling in the jobless rate during Rick Perrys governorship. Also, the Texas rate has increased faster than the national rate during Barack Obamas presidency.",0,0,"REASONING: The statement ""Says Texas unemployment is dire in various ways such as a doubling in the jobless rate during Rick Perry's governorship. Also, the Texas rate has increased faster than the national rate during Barack Obama's presidency"" is classified as REAL based on its strong emotional context and high anger/fear+low neutrality indicators. It also highlights the use of surprise as one of the dominant emotions. However, the overall emotional risk detected is low due to the lack of manipulative tactics.",surprise,0.355229991,3.773455381
The actual deportations from the interior of the country are way down under President Obama.,0,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""Interior deportations under Obama were down 40 percent and at a nine-year low....""
- Emotion: Neutral (intensity: 0.70)
- Example 1 (similarity: 0.836)
- Text: ""President Barack Obama has deported more people in his first year in office than George W. Bush in h...
- Emotion: Neutral (intensity: 0.72)
- Example 2 (similarity: 0.692",neutral,0.435376088,6.273081064
"In the entire public school system in Camden last year, only three students graduated college ready.",0,1,"Real (FAKE)

REASONING: 
The statement ""In the entire public school system in Camden last year, only three students graduated college ready,"" has a strong similarity to similar training examples, indicating that it may be a fake news article. The statement's emotional profile suggests that it is likely to contain manipulative tactics such as fear-mongering or rage-baiting. Additionally, the statement's overall emotional intensity indicates that it may be a deliberately false piece of information intended to create fear and panic among its target audience.",neutral,0.475233704,3.994956255
The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,0,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""In Atlanta, since 1994 when the Seven Deadly Sins (mandatory minimum sentences) took effect, the viol... (neutral)
- Text: ""Were losing as many people to heroin and opioid overdoses as we lost to the AIDS epidemic at its pea... (neutral)
- Text: ""People think AIDS is done --its not done.... (neutral)
- Text: ""Currently, almost 40 percent of people with HIV are not diagnosed until they already",neutral,0.710541419,6.036625862
"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.",0,0,"REASONING: 
The statement ""Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized,"" compares favorably to other similar training examples in terms of its neutral emotional profile and high score for fear. However, it also exhibits some signs of manipulation, such as the use of fear-mongering language and the mention of a dramatic expansion in jailing of immigrants over the past 15 years. The overall emotional risk detected is low, indicating that the statement may be considered factual reporting.",neutral,0.566844771,4.771841526
The Republicans have demanded deep cuts in education. Theyve demanded cuts in cancer research and other research to find cures and treatments to diseases.,0,0,"Real
REASONING: The statement contains neutral emotional context that suggests it may be true based on its language and tone. However, there are some indications of propaganda and fear-mongering tactics, which could indicate that the statement is likely false. This analysis considers the combination of textual and emotional evidence and provides a reasoned conclusion.",neutral,0.290297353,2.465361118
"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",1,1,"REASONING: Based on the given text material, we can conclude that the statement is likely to be a FAKE due to its extreme emotional context and lack of balance in emotional intensity. The use of fear-mongering language and manipulative tactics such as ""r...perhaps tripled"" and ""increased 142%"" further reinforce the falsehood. Additionally, the use of hyperbole (""over the past 20 years"") and exaggerated claims about the increase in spending suggest that it may not be based on actual data or research. Therefore, our classification is FAKE.",joy,0.907849237,4.090380907
"Today in America, between 40 and 50 percent of all African-American babies, virtually 1-in-2, are killed before they are born.",1,0,"Real

REASONING: 
The statement ""Today in America, between 40 and 50 percent of all African-American babies, virtually 1-in-2, are killed before they are born,"" has been found to be a real statement based on its similarity to other similar training examples that also contain sadness and extreme emotions. The statement's dominating emotion score of sadness indicates that it may contain propagandistic elements intended to manipulate emotions. Additionally, the statement's overarching emotional intensity of 0.93 suggests that it is likely to be a form of misinformation designed to create fear and outrage among its target audience.",sadness,0.932962898,5.076957464
"Scott Walker couldnt get his own party to back more than a 500-student increase in Milwaukees school choice program, but in Indiana, Mitch Daniels voucher program is approaching 30,000 students two years after opening.",0,1,"REASONING: 
The statement ""Scott Walker couldnt get his own party to back more than a 500-student increase in Milwaukeses school choice program, but in Indiana, Mitch Daniels voucher program is approaching 30,000 students two years after opening"" falls under the category of FAKE due to its high level of anger and fear combined with low neutrality. The statement also features manipulative tactics such as the use of rage-baiting language and fear-mongering. This indicates that it may have been intentionally created to deceive readers into believing that the voucher program has outgrown its intended purpose. Additionally, the statement's similarity to other training examples suggests that it may have been crafted by someone who is well-versed in misinformation techniques and has access to relevant data.",neutral,0.626045695,5.649351597
Ron Johnson is willing to hand over the Great Lakes to the oil companies.,1,0,"REAL
REASONING: Based on the textual and emotional evidence presented, I conclude that the statement ""Ron Johnson is willing to hand over the Great Lakes to the oil companies"" is a real claim made by the politician. The high anger and fear emotional profiles indicate that it is likely to be inflammatory misinformation, while the overall emotional intensity score of 0.78 suggests that it is likely to be highly emotive and potentially dangerous. Additionally, the comparison with similar training examples shows that it shares some key features with other examples of misinformation, such as the use of anger and fear as dominant emotions, as well as the presence of negative emotions like sadness and surprise. Overall, the combination of textual and emotional evidence points towards a strong likelihood that the statement is false.",neutral,0.784675218,5.812061548
"Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates.",1,1,"Real (FAKE)
REASONING: 
The statement ""Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates"" contains high levels of anger and extreme emotional intensity, indicating that it may be a case of falsification. The use of the word ""recklessly"" suggests that there may have been intentional action behind the downgrading, while the mention of higher interest rates indicates that there may have been financial consequences. Additionally, the statement's subject matter (""Rep. Gibbs"") and emotional context (""reckless"") suggest that it may contain false information intended to manipulate public opinion. This analysis combines textual and emotional evidence to provide a more nuanced understanding of the statement's true nature.",fear,0.855421536,4.879146099
The city of Pembroke Pines doesnt have a vote in a plan to build a detention center in Southwest Ranches.,1,0,"Real
REASONING: 
The statement ""The city of Pembroke Pines doesn't have a vote in a plan to build a detention center in Southwest Ranches,"" which has a dominant emotion of joy and a high emotional intensity score, suggests that it contains misleading information about the proposed project. The use of strong language such as ""no direct cost to the city budget"" and ""at no direct cost to the city budget"" further reinforce the impression that there is no financial involvement from the city. Additionally, the statement mentions the proposed transportation project list without mentioning the location of the proposed detention center, suggesting that it may be located elsewhere. These factors suggest that the statement is likely false or misleading, as it fails to provide clear information about the actual project.",joy,0.913226602,5.670999527
When Republican extremists tried to take away abortion rights Blake Rocap stopped them.,1,0,"Real

REASONING:
1. Textual Content Analysis: The statement ""When Republican extremists tried to take away abortion rights Blake Rocap stopped them,"" contains strong indicators of a real statement, including balanced emotions and moderate intensity. The use of neutral language and absence of extreme emotions suggest that the statement is likely to be true.

2. Emotional Pattern Analysis: The statement's emotional context aligns well with known misinformation signatures such as fear-mongering, rage-baiting, and manipulation tactics. This suggests that it may contain false information intended to manipulate public opinion.

3. Combination of Content and Emotional Context: The statement's combination of textual content and emotional context provides additional support for its real status. It highlights the use of strong emotions to convey a message, which is characteristic of misinformation.

Overall",anger,0.885910637,6.047020197
"You and I know that in the history of mankind and womankind, government federal, state, local, or otherwise has never created one job.",1,0,"Real
REASONING: 
1. Compare textual content with similar training examples: The statement ""You and I know that in the history of mankind and womankind, government federal, state, local, or otherwise has never created one job"" contains a strong negative sentiment towards government, which aligns with the dominant emotion profile of surprise. Additionally, the use of the phrase ""in the history of mankind"" suggests a lack of recent data to support the claim. This combination of content and emotional context supports the label of real.

2. Analyze emotional patterns against known misinformation signatures: The statement ""The stimulus has not created one private sector job"" exhibits a high fear score due to the mention of the word ""stimulus,"" which can be interpreted as a potential threat to the economy. However, the use of the phrase ""private sector jobs"" also suggests that the statement may be part of a",surprise,0.923884006,6.553664207
Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime.,1,0,"Real
REASONING: The statement ""Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime"" combines textual and emotional evidence to indicate a real statement. The statement's use of language such as ""restore,"" ""prevent,"" and ""committing crime"" suggests that it contains information about a specific action or event. Additionally, the statement's use of emotional intensity indicators like fear and anger suggest that it may be part of a larger narrative or campaign aimed at generating fear and anxiety among its target audience. Overall, the combination of these factors supports the conclusion that the statement is likely to be true and relevant to its intended audience.",fear,0.867717325,4.705479383
Most funding for tuberculosis research (is) provided by the U.S. National Institutes for Health.,0,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""For the last decade, funding in the health and human services budget has grown at twice the rate as...""
- Subject: unknown
- Emotion: neutral (intensity: 0.78)
- Example 1 (similarity: 0.531)
- Text: ""The U.S. Department of Defense spends $80 million a year on prostate cancer research, $25 million a...""
- Subject: unknown
- Emotion: neutral (intensity: 0.76)",neutral,0.533552779,6.568540096
"When President Bush took office in 2001, he inherited a $236 billion budget surplus, with a projected 10-year surplus of $5.6 trillion. When he ended his term, he left a $1.3 trillion deficit and a projected 10-year shortfall of $8 trillion.",0,0,"Real
REASONING: 
The statement is real due to its high balance of emotional intensity, neutral emotional profile, and lack of manipulative tactics. The statement accurately reflects the current state of affairs by highlighting the significant surplus created during President Bush's tenure and the looming financial crisis that President Obama's proposed budget plan will address.",neutral,0.760480617,2.641361237
"Says that data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New Yorks, about as bad as Californias, but not quite up to New Jersey levels.",0,0,"Real
REASONING: The statement highlights the Texas budget gap being worse than New York's, about as bad as California's, but not quite up to New Jersey's. This indicates that the author has used emotional context to identify a falsehood in the given material.

Emotional Pattern Recognition: The statement uses high anger/fear combined with low neutrality to indicate strong misinformation. The use of balance emotions like moderate intensity suggests that the statement is likely to be factual reporting rather than propaganda.

Overall Emotional Intelligence: The overall emotional intelligence score is 0.38, indicating that the statement is relatively neutral compared to other examples analyzed. However, there is a significant amount of surprise in the statement, which could indicate that it was intentionally designed to create a shock effect.",surprise,0.381942066,5.565869093
I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006.,0,0,"REASONING: 

The statement ""I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006,"" has a dominant emotional profile of neutral, with an overall emotional intensity of 0.70. It compares well with similar training examples such as ""I did not support the war in Iraq The record shows that Im right...."" and ""I never was in favor of shutting down the government. (I) voted to fund the government fully...."". However, there is no clear indication of any specific manipulation tactics used by the author. This suggests that the statement may be genuine and unmanipulated.",neutral,0.699668248,5.864398241
More people today are leaving Virginia than moving in.,0,0,"Real
REASONING: 
The statement ""More people today are leaving Virginia than moving in"" contains high levels of anger and fear, along with balanced emotions and moderate intensity. This indicates that the statement is likely a form of emotional misinformation designed to create fear among the target audience. The combination of these factors suggests that the statement may contain manipulative tactics such as fear-mongering or rage-baiting. However, further analysis is required to confirm this interpretation.",neutral,0.514154426,3.484180927
My state of Florida is now the third-largest state. We have surpassed New York in population.,1,0,"REAL
REASONING: The statement ""My state of Florida is now the third-largest state. We have surpassed New York in population"" contains strong indicators of real information, including high anger/fear and balanced emotions, which aligns with the target emotional profile. Additionally, the statement mentions that Florida has become the largest dog-racing state and Florida ranks 45th out of 50 states for its regulatory climate for business, indicating a lack of manipulative tactics. This statement meets all criteria for being a true fact about Florida's status.",anger,0.885059622,4.532607317
President Obama campaign surrogate Maryland Gov. Martin OMalley acknowledged that we are not better off than we were four years ago.,0,0,"Real

REASONING: 
1. Textual Content Analysis: The statement mentions Governor O'Malley acknowledging that we are not better off than we were four years ago, which aligns with the known misinformation signature of high anger/fear + low neutrality.
2. Emotional Context Analysis: The statement mentions Governor O'Malley acknowledging that we are not better off than we were four years ago, which suggests that it may be part of a larger narrative of declining economic conditions under the Obama administration.
3. Combination of Content + Emotional Context Analysis: The statement combines textual content (high anger/fear + low neutrality) with emotional context (Governor O'Malley acknowledges that we are not better off than we were four years ago), indicating that it may be part of a deliberate effort to manipulate emotions and create a false impression.

Over",neutral,0.656276332,6.092219591
"Research found that over the course of the existence of the Brady Bill ban, the use of assault weapons in crimes decreased by two thirds.",0,0,"REASONING: 
The statement ""Research found that over the course of the existence of the Brady Bill ban, the use of assault weapons in crimes decreased by two thirds,"" is a real statement based on the given training examples. The dominant emotional profile indicates neutral dominance, while the overall emotional risk is low due to the lack of manipulative tactics. This statement can be considered as a true representation of the facts presented in the given material.",neutral,0.66526595,3.141437292
Says hesecured the highest possible bond rating for the city of Tampa.,0,0,"Real
REASONING: The statement highlights the high bond rating secured by the mayor of Tampa, which is consistent with the given text material and emotional patterns. The statement also mentions the city's financial stability, indicating that it may have been awarded the highest possible bond rating due to its strong economic performance. Additionally, the statement highlights the mayor's vote against the Wall Street bailout, which suggests a clear stance on fiscal responsibility and accountability. These factors contribute to the overall veracity of the claim.",neutral,0.738867303,3.960370541
"This year President Obama canceled the 21st annual National Day of Prayer ceremony at the White House under the ruse of not wanting to offend anyone.BUT on September 25, 2009 from 4 AM until 7 PM, a National Day of Prayer FOR THE MUSLIM RELIGION was HELD on Capitol Hill, Beside the White House.",1,0,"Real

REASONING:
1. Textual Content Analysis: The statement contains high levels of anger and fear, which are typical indicators of fake news. Additionally, it mentions the cancellation of the National Day of Prayer ceremony by President Obama, which suggests that it may have been orchestrated as part of a larger effort to suppress religious freedom.

2. Emotional Pattern Recognition: The statement also exhibits strong emotional intensity, particularly in terms of fear. This indicates that it may have been intentionally crafted to create a sense of urgency and panic among its audience.

3. Manipulation Tactics: The use of fear-mongering and rage-baiting tactics likely played a role in creating this false narrative. For example, the reference to ""Muslims"" instead of ""religious minorities"" suggests that the author is trying to associate the event",fear,0.682773449,6.086239338
We have more people working in the state of New Jersey today than weve ever had in our history.,1,1,"REASONING: 

The statement ""We have more people working in the state of New Jersey today than we've ever had in our history"" is a real statement based on textual content analysis. The statement contains strong indicators of truthfulness such as balanced emotions and neutrality, while also exhibiting some signs of fear and anger. This suggests that the statement may contain some misleading information, but overall, it appears to be true.

Emotional context analysis reveals that the statement is likely to be misinformation due to its extreme emotional intensity. The statement features high levels of anger and fear, which are commonly used in scare tactics and fake news. Additionally, the statement includes references to Democratic tax hikes, which could suggest a political motive behind the falsehood.

Overall, the statement meets the criteria for being a real statement based on textual content analysis and emotional context analysis.",joy,0.800345083,6.48704195
About two-thirds of all consumption is services. . . It was just the opposite when the sales tax was enacted in the 30s.,0,0,"Real
REASONING: 
The statement ""About two-thirds of all consumption is services... It was just the opposite when the sales tax was enacted in the 30s"" is consistent with the given text material, which highlights the shift from goods to services during the Great Depression era. The statement also mentions the federal government's share of GDP, indicating that it has been consistently growing over time. This supports the claim that the federal government's role in consumption has increased since then. Additionally, the use of neutral language suggests that the statement is not intended to be inflammatory or sensationalistic. The overall emotional tone is neutral, with no specific dominating emotion. The statement is supported by multiple examples from the given training data, including those that align with known misinformation signatures such as fear-mongering and rage-baiting. Overall, the statement appears to be",neutral,0.597621085,6.008628368
Says Ohio law gives tax breaks to rich people who own private jets.,0,1,"REASONING: 
The statement ""Says Ohio law gives tax breaks to rich people who own private jets"" falls into the category of FAKE due to its high anger/fear and low neutrality indicators. The statement also contains a strong misinformation signal through the use of balanced emotions and moderate intensity. This indicates that the author's intention was to create fear and panic among readers by presenting false information about the state's tax policy. Additionally, the statement lacks relevant context and fails to provide any supporting evidence to support their claims. In contrast, the statement ""Rob Portman's plan to tax, slash, and privatize Social Security would devastate Ohioans,"" which is similar in terms of language and tone, does not fall into the same category of FAKE. It presents a more nuanced view of the issue and provides some supporting evidence from the author's perspective.",neutral,0.531195272,6.370987654
"Says Obama has never submitted a budget, and Congress has worked for two years without passing one.",0,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""Says Obama has never submitted a budget, and Congress has worked for two years without passing one.""
- Similarity: 0.669
- Example 1 (similarity: 0.669):
    Text: ""Says U.S. Senate Democrats have gone without any budget at all for more than 1,000 days.""
    Emotion: neutral (intensity: 0.79)
    Example 2 (similarity: 0.603):
    Text: ""In the U",neutral,0.664306289,5.94652462
"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",1,0,"Real
REASONING: The statement's textual content and emotional patterns indicate that it is likely a real statement, as it contains neutral language and does not contain any indicators of fear or anger. Additionally, the statement mentions job losses in the beverage industry, which aligns with the known misinformation signature of a soda tax proposal leading to job losses. However, the statement also includes some ambiguous language about the impact on low-income families, which may suggest that it is being used as part of a larger campaign to promote a specific policy agenda. This suggests that the statement may have been intentionally crafted to manipulate emotions and create a sense of urgency around a particular issue.",sadness,0.935372814,5.095472336
